Movement Year,Movement Month Number,Best CPH Country (Dep),Best CPH County (Dep),Best CPH Country (Dest),Best CPH County (Dest),Number of Movements,Number of Animals Moved
2019,1,England,Avon,England,Avon,59,765
2019,1,England,Avon,England,Cheshire,1,6
2019,1,England,Avon,England,Cornwall,2,24
2019,1,England,Avon,England,Devonshire,4,90
2019,1,England,Avon,England,Dorset,2,215
2019,1,England,Avon,England,Gloucestershire,41,776
2019,1,England,Avon,England,Hereford & Worcester,13,294
2019,1,England,Avon,England,Somerset,108,"2,540"
2019,1,England,Avon,England,Wiltshire,14,544
2019,1,England,Avon,Wales,Dyfed,2,9
2019,1,England,Avon,Wales,Mid Glamorgan,18,"1,162"
2019,1,England,Avon,Wales,South Glamorgan,1,1
2019,1,England,Bedfordshire,England,Bedfordshire,22,342
2019,1,England,Bedfordshire,England,Buckinghamshire,5,66
2019,1,England,Bedfordshire,England,Cambridgeshire,9,34
2019,1,England,Bedfordshire,England,Derbyshire,1,20
2019,1,England,Bedfordshire,England,Greater London - East,1,53
2019,1,England,Bedfordshire,England,Northamptonshire,23,301
2019,1,England,Bedfordshire,England,Oxfordshire,1,5
2019,1,England,Bedfordshire,England,Warwickshire,3,43
2019,1,England,Bedfordshire,England,West Midlands,6,489
2019,1,England,Berkshire,England,Berkshire,14,"1,213"
2019,1,England,Berkshire,England,Dorset,3,421
2019,1,England,Berkshire,England,Gloucestershire,14,218
2019,1,England,Berkshire,England,Hampshire,11,203
2019,1,England,Berkshire,England,Oxfordshire,12,"1,203"
2019,1,England,Berkshire,England,Staffordshire,1,3
2019,1,England,Berkshire,England,Surrey,1,58
2019,1,England,Berkshire,England,Warwickshire,1,39
2019,1,England,Berkshire,England,Wiltshire,7,328
2019,1,England,Berkshire,Unknown,Unknown,2,82
2019,1,England,Berkshire,Wales,Dyfed,2,127
2019,1,England,Berkshire,Wales,Mid Glamorgan,2,578
2019,1,England,Berkshire,Wales,Powys (North & South),1,52
2019,1,England,Buckinghamshire,England,Bedfordshire,15,226
2019,1,England,Buckinghamshire,England,Buckinghamshire,40,"2,203"
2019,1,England,Buckinghamshire,England,Dorset,3,368
2019,1,England,Buckinghamshire,England,Essex,3,66
2019,1,England,Buckinghamshire,England,Greater London - East,2,198
2019,1,England,Buckinghamshire,England,Hampshire,15,644
2019,1,England,Buckinghamshire,England,Hereford & Worcester,1,89
2019,1,England,Buckinghamshire,England,Hertford,1,2
2019,1,England,Buckinghamshire,England,Kent,2,354
2019,1,England,Buckinghamshire,England,Northamptonshire,42,"1,278"
2019,1,England,Buckinghamshire,England,Nottinghamshire,5,92
2019,1,England,Buckinghamshire,England,Oxfordshire,88,"2,831"
2019,1,England,Buckinghamshire,England,Shropshire,2,54
2019,1,England,Buckinghamshire,England,Surrey,1,1
2019,1,England,Buckinghamshire,England,Warwickshire,23,"1,002"
2019,1,England,Buckinghamshire,England,West Midlands,1,11
2019,1,England,Buckinghamshire,England,Wiltshire,2,15
2019,1,England,Buckinghamshire,Unknown,Unknown,50,"2,854"
2019,1,England,Buckinghamshire,Wales,Mid Glamorgan,12,886
2019,1,England,Buckinghamshire,Wales,Powys (North & South),2,284
2019,1,England,Cambridgeshire,England,Bedfordshire,2,132
2019,1,England,Cambridgeshire,England,Cambridgeshire,46,"1,412"
2019,1,England,Cambridgeshire,England,Cheshire,1,5
2019,1,England,Cambridgeshire,England,Cumbria,1,26
2019,1,England,Cambridgeshire,England,Essex,15,582
2019,1,England,Cambridgeshire,England,Hertford,1,21
2019,1,England,Cambridgeshire,England,Kent,2,224
2019,1,England,Cambridgeshire,England,Lancashire,1,72
2019,1,England,Cambridgeshire,England,Leicester,11,915
2019,1,England,Cambridgeshire,England,Lincolnshire,3,42
2019,1,England,Cambridgeshire,England,Norfolk,15,515
2019,1,England,Cambridgeshire,England,Northamptonshire,24,643
2019,1,England,Cambridgeshire,England,North Yorkshire,1,1
2019,1,England,Cambridgeshire,England,Nottinghamshire,5,139
2019,1,England,Cambridgeshire,England,Shropshire,1,110
2019,1,England,Cambridgeshire,England,Suffolk,3,83
2019,1,England,Cambridgeshire,England,Warwickshire,1,67
2019,1,England,Cambridgeshire,England,West Sussex,1,150
2019,1,England,Cheshire,England,Buckinghamshire,1,7
2019,1,England,Cheshire,England,Cambridgeshire,2,7
2019,1,England,Cheshire,England,Cheshire,253,"5,929"
2019,1,England,Cheshire,England,Cumbria,4,6
2019,1,England,Cheshire,England,Derbyshire,61,870
2019,1,England,Cheshire,England,Devonshire,1,4
2019,1,England,Cheshire,England,Greater Manchester,33,492
2019,1,England,Cheshire,England,Hampshire,1,1
2019,1,England,Cheshire,England,Hereford & Worcester,1,1
2019,1,England,Cheshire,England,Lancashire,22,943
2019,1,England,Cheshire,England,Lincolnshire,1,81
2019,1,England,Cheshire,England,Merseyside,2,4
2019,1,England,Cheshire,England,North Yorkshire,13,728
2019,1,England,Cheshire,England,Nottinghamshire,1,3
2019,1,England,Cheshire,England,Shropshire,71,"3,056"
2019,1,England,Cheshire,England,South Yorkshire,6,340
2019,1,England,Cheshire,England,Staffordshire,98,"2,346"
2019,1,England,Cheshire,England,Suffolk,1,1
2019,1,England,Cheshire,England,West Midlands,3,349
2019,1,England,Cheshire,England,West Yorkshire,4,21
2019,1,England,Cheshire,England,Wiltshire,1,9
2019,1,England,Cheshire,Wales,Clwyd,44,"1,678"
2019,1,England,Cheshire,Wales,Dyfed,10,22
2019,1,England,Cheshire,Wales,Gwynedd,10,793
2019,1,England,Cheshire,Wales,Mid Glamorgan,12,687
2019,1,England,Cheshire,Wales,Powys (North & South),13,"1,225"
2019,1,England,Cleveland,England,Cleveland,4,83
2019,1,England,Cleveland,England,Durham,44,"1,215"
2019,1,England,Cleveland,England,Humberside,10,517
2019,1,England,Cleveland,England,North Yorkshire,31,636
2019,1,England,Cornwall,England,Bedfordshire,1,10
2019,1,England,Cornwall,England,Cornwall,"1,157","33,098"
2019,1,England,Cornwall,England,Cumbria,1,38
2019,1,England,Cornwall,England,Devonshire,174,"5,905"
2019,1,England,Cornwall,England,Dorset,29,"2,877"
2019,1,England,Cornwall,England,Somerset,10,941
2019,1,England,Cornwall,Wales,Dyfed,2,69
2019,1,England,Cornwall,Wales,Mid Glamorgan,31,"2,429"
2019,1,England,Cornwall,Wales,Powys (North & South),15,"1,179"
2019,1,England,Cumbria,England,Buckinghamshire,2,152
2019,1,England,Cumbria,England,Cheshire,8,238
2019,1,England,Cumbria,England,Cornwall,2,169
2019,1,England,Cumbria,England,Cumbria,"4,317","153,029"
2019,1,England,Cumbria,England,Derbyshire,28,"1,749"
2019,1,England,Cumbria,England,Devonshire,19,"1,163"
2019,1,England,Cumbria,England,Dorset,25,"11,089"
2019,1,England,Cumbria,England,Durham,90,"3,519"
2019,1,England,Cumbria,England,Greater London - East,26,"3,649"
2019,1,England,Cumbria,England,Greater Manchester,33,"2,457"
2019,1,England,Cumbria,England,Hereford & Worcester,33,"1,122"
2019,1,England,Cumbria,England,Humberside,4,876
2019,1,England,Cumbria,England,Kent,2,374
2019,1,England,Cumbria,England,Lancashire,301,"13,824"
2019,1,England,Cumbria,England,Leicester,1,2
2019,1,England,Cumbria,England,Lincolnshire,4,139
2019,1,England,Cumbria,England,Merseyside,2,53
2019,1,England,Cumbria,England,Norfolk,2,262
2019,1,England,Cumbria,England,Northumberland,63,"2,092"
2019,1,England,Cumbria,England,North Yorkshire,316,"9,657"
2019,1,England,Cumbria,England,Nottinghamshire,2,167
2019,1,England,Cumbria,England,Oxfordshire,39,"3,061"
2019,1,England,Cumbria,England,Shropshire,46,"5,394"
2019,1,England,Cumbria,England,Somerset,2,191
2019,1,England,Cumbria,England,Staffordshire,17,"3,723"
2019,1,England,Cumbria,England,Suffolk,9,635
2019,1,England,Cumbria,England,Tyne & Wear,4,666
2019,1,England,Cumbria,England,Warwickshire,17,"2,418"
2019,1,England,Cumbria,England,West Midlands,94,"12,842"
2019,1,England,Cumbria,England,West Yorkshire,19,"1,841"
2019,1,England,Cumbria,Wales,Clwyd,37,"5,413"
2019,1,England,Cumbria,Wales,Dyfed,52,"4,780"
2019,1,England,Cumbria,Wales,Gwent,1,20
2019,1,England,Cumbria,Wales,Gwynedd,5,267
2019,1,England,Cumbria,Wales,Mid Glamorgan,46,"14,050"
2019,1,England,Cumbria,Wales,Powys (North & South),44,"11,919"
2019,1,England,Derbyshire,England,Buckinghamshire,1,25
2019,1,England,Derbyshire,England,Cheshire,9,257
2019,1,England,Derbyshire,England,Cumbria,4,95
2019,1,England,Derbyshire,England,Derbyshire,630,"14,611"
2019,1,England,Derbyshire,England,Greater Manchester,5,148
2019,1,England,Derbyshire,England,Hereford & Worcester,4,195
2019,1,England,Derbyshire,England,Humberside,7,191
2019,1,England,Derbyshire,England,Lancashire,18,931
2019,1,England,Derbyshire,England,Leicester,19,524
2019,1,England,Derbyshire,England,Lincolnshire,11,775
2019,1,England,Derbyshire,England,North Yorkshire,8,248
2019,1,England,Derbyshire,England,Nottinghamshire,27,"1,041"
2019,1,England,Derbyshire,England,Shropshire,9,503
2019,1,England,Derbyshire,England,South Yorkshire,21,946
2019,1,England,Derbyshire,England,Staffordshire,176,"7,159"
2019,1,England,Derbyshire,England,Warwickshire,22,"2,057"
2019,1,England,Derbyshire,England,West Midlands,4,354
2019,1,England,Derbyshire,England,West Yorkshire,23,358
2019,1,England,Derbyshire,Unknown,Unknown,1,26
2019,1,England,Derbyshire,Wales,Clwyd,2,271
2019,1,England,Derbyshire,Wales,Mid Glamorgan,3,152
2019,1,England,Devonshire,England,Cornwall,612,"27,671"
2019,1,England,Devonshire,England,Cumbria,1,27
2019,1,England,Devonshire,England,Devonshire,"2,286","63,516"
2019,1,England,Devonshire,England,Dorset,144,"14,053"
2019,1,England,Devonshire,England,Gloucestershire,1,3
2019,1,England,Devonshire,England,Hereford & Worcester,27,"1,165"
2019,1,England,Devonshire,England,Kent,12,803
2019,1,England,Devonshire,England,Lancashire,3,3
2019,1,England,Devonshire,England,Oxfordshire,1,100
2019,1,England,Devonshire,England,Shropshire,2,38
2019,1,England,Devonshire,England,Somerset,322,"9,900"
2019,1,England,Devonshire,England,Warwickshire,22,"1,234"
2019,1,England,Devonshire,England,West Midlands,74,"1,949"
2019,1,England,Devonshire,England,Wiltshire,93,"3,517"
2019,1,England,Devonshire,Unknown,Unknown,3,219
2019,1,England,Devonshire,Wales,Dyfed,13,830
2019,1,England,Devonshire,Wales,Mid Glamorgan,85,"6,730"
2019,1,England,Devonshire,Wales,Powys (North & South),74,"6,936"
2019,1,England,Dorset,England,Avon,1,2
2019,1,England,Dorset,England,Cornwall,21,380
2019,1,England,Dorset,England,Devonshire,29,883
2019,1,England,Dorset,England,Dorset,372,"20,582"
2019,1,England,Dorset,England,Hampshire,2,66
2019,1,England,Dorset,England,Lancashire,1,149
2019,1,England,Dorset,England,Somerset,145,"4,951"
2019,1,England,Dorset,England,Staffordshire,1,8
2019,1,England,Dorset,England,West Sussex,1,1
2019,1,England,Dorset,England,Wiltshire,38,"1,427"
2019,1,England,Dorset,Wales,Dyfed,7,559
2019,1,England,Durham,England,Cheshire,2,272
2019,1,England,Durham,England,Cleveland,5,95
2019,1,England,Durham,England,Cumbria,186,"7,271"
2019,1,England,Durham,England,Durham,874,"22,069"
2019,1,England,Durham,England,Greater Manchester,14,"1,007"
2019,1,England,Durham,England,Humberside,32,"2,383"
2019,1,England,Durham,England,Lancashire,42,"2,131"
2019,1,England,Durham,England,Leicester,1,9
2019,1,England,Durham,England,Northumberland,66,"2,247"
2019,1,England,Durham,England,North Yorkshire,63,"2,140"
2019,1,England,Durham,England,Nottinghamshire,7,509
2019,1,England,Durham,England,Shropshire,2,297
2019,1,England,Durham,England,Staffordshire,6,"1,498"
2019,1,England,Durham,England,Tyne & Wear,3,223
2019,1,England,Durham,England,West Midlands,6,"1,715"
2019,1,England,Durham,England,West Yorkshire,13,868
2019,1,England,Durham,Unknown,Unknown,1,113
2019,1,England,Durham,Wales,Clwyd,6,332
2019,1,England,Durham,Wales,Dyfed,3,154
2019,1,England,Durham,Wales,Mid Glamorgan,6,"1,300"
2019,1,England,Durham,Wales,Powys (North & South),20,"1,037"
2019,1,England,East Sussex,England,Dorset,5,631
2019,1,England,East Sussex,England,East Sussex,382,"9,944"
2019,1,England,East Sussex,England,Essex,1,33
2019,1,England,East Sussex,England,Greater London - East,5,283
2019,1,England,East Sussex,England,Hereford & Worcester,1,293
2019,1,England,East Sussex,England,Kent,105,"7,354"
2019,1,England,East Sussex,England,Surrey,13,"1,372"
2019,1,England,East Sussex,England,West Sussex,32,"1,540"
2019,1,England,East Sussex,Wales,Mid Glamorgan,3,262
2019,1,England,Essex,England,Buckinghamshire,1,1
2019,1,England,Essex,England,Cambridgeshire,2,2
2019,1,England,Essex,England,Essex,206,"5,899"
2019,1,England,Essex,England,Greater London - East,9,550
2019,1,England,Essex,England,Hertford,1,192
2019,1,England,Essex,England,Kent,1,14
2019,1,England,Essex,England,Leicester,3,363
2019,1,England,Essex,England,Norfolk,6,602
2019,1,England,Essex,England,Northamptonshire,2,26
2019,1,England,Essex,England,Suffolk,7,71
2019,1,England,Essex,Unknown,Unknown,1,39
2019,1,England,Essex,Wales,Powys (North & South),1,367
2019,1,England,Gloucestershire,England,Avon,8,235
2019,1,England,Gloucestershire,England,Berkshire,4,366
2019,1,England,Gloucestershire,England,Devonshire,3,37
2019,1,England,Gloucestershire,England,Dorset,13,737
2019,1,England,Gloucestershire,England,Gloucestershire,338,"9,350"
2019,1,England,Gloucestershire,England,Hereford & Worcester,214,"7,902"
2019,1,England,Gloucestershire,England,Humberside,27,"1,468"
2019,1,England,Gloucestershire,England,Oxfordshire,27,"1,398"
2019,1,England,Gloucestershire,England,Shropshire,2,35
2019,1,England,Gloucestershire,England,Somerset,15,438
2019,1,England,Gloucestershire,England,Staffordshire,3,490
2019,1,England,Gloucestershire,England,Surrey,6,750
2019,1,England,Gloucestershire,England,Warwickshire,44,"3,501"
2019,1,England,Gloucestershire,England,West Midlands,2,83
2019,1,England,Gloucestershire,England,Wiltshire,8,494
2019,1,England,Gloucestershire,Unknown,Unknown,6,353
2019,1,England,Gloucestershire,Wales,Dyfed,6,286
2019,1,England,Gloucestershire,Wales,Gwent,25,836
2019,1,England,Gloucestershire,Wales,Mid Glamorgan,7,220
2019,1,England,Gloucestershire,Wales,Powys (North & South),17,"2,194"
2019,1,England,Greater London,England,Greater London,1,1
2019,1,England,Greater London,England,Kent,3,149
2019,1,England,Greater London - East,England,Essex,1,2
2019,1,England,Greater London - East,England,Greater London - East,25,"5,503"
2019,1,England,Greater London - East,England,Hertford,1,3
2019,1,England,Greater Manchester,England,Cheshire,8,110
2019,1,England,Greater Manchester,England,Cumbria,2,37
2019,1,England,Greater Manchester,England,Derbyshire,6,106
2019,1,England,Greater Manchester,England,Greater Manchester,25,632
2019,1,England,Greater Manchester,England,Lancashire,47,847
2019,1,England,Greater Manchester,England,Merseyside,2,4
2019,1,England,Greater Manchester,England,North Yorkshire,3,97
2019,1,England,Greater Manchester,England,South Yorkshire,1,23
2019,1,England,Greater Manchester,England,Staffordshire,4,42
2019,1,England,Greater Manchester,England,West Yorkshire,27,298
2019,1,England,Greater Manchester,Wales,Gwynedd,1,11
2019,1,England,Greater Manchester,Wales,Mid Glamorgan,1,123
2019,1,England,Hampshire,England,Berkshire,2,77
2019,1,England,Hampshire,England,Buckinghamshire,1,412
2019,1,England,Hampshire,England,Devonshire,3,3
2019,1,England,Hampshire,England,Dorset,32,"1,148"
2019,1,England,Hampshire,England,East Sussex,2,9
2019,1,England,Hampshire,England,Gloucestershire,5,151
2019,1,England,Hampshire,England,Hampshire,116,"10,370"
2019,1,England,Hampshire,England,Kent,7,672
2019,1,England,Hampshire,England,Oxfordshire,9,97
2019,1,England,Hampshire,England,Somerset,8,308
2019,1,England,Hampshire,England,Surrey,1,139
2019,1,England,Hampshire,England,West Sussex,4,6
2019,1,England,Hampshire,England,Wiltshire,75,"2,587"
2019,1,England,Hampshire,Wales,Dyfed,7,"1,852"
2019,1,England,Hampshire,Wales,Mid Glamorgan,2,231
2019,1,England,Hampshire,Wales,Powys (North & South),10,"1,100"
2019,1,England,Hereford & Worcester,England,Avon,3,46
2019,1,England,Hereford & Worcester,England,Cornwall,19,"3,084"
2019,1,England,Hereford & Worcester,England,Cumbria,2,257
2019,1,England,Hereford & Worcester,England,Derbyshire,18,"1,012"
2019,1,England,Hereford & Worcester,England,Devonshire,1,157
2019,1,England,Hereford & Worcester,England,Dorset,16,"5,530"
2019,1,England,Hereford & Worcester,England,East Sussex,18,"1,668"
2019,1,England,Hereford & Worcester,England,Gloucestershire,93,"3,370"
2019,1,England,Hereford & Worcester,England,Hampshire,1,4
2019,1,England,Hereford & Worcester,England,Hereford & Worcester,"1,399","53,530"
2019,1,England,Hereford & Worcester,England,Kent,8,"1,223"
2019,1,England,Hereford & Worcester,England,Lancashire,9,587
2019,1,England,Hereford & Worcester,England,Norfolk,1,434
2019,1,England,Hereford & Worcester,England,Northamptonshire,1,2
2019,1,England,Hereford & Worcester,England,Nottinghamshire,1,2
2019,1,England,Hereford & Worcester,England,Oxfordshire,26,"2,180"
2019,1,England,Hereford & Worcester,England,Shropshire,309,"13,350"
2019,1,England,Hereford & Worcester,England,Somerset,9,957
2019,1,England,Hereford & Worcester,England,Staffordshire,19,"2,580"
2019,1,England,Hereford & Worcester,England,Surrey,7,275
2019,1,England,Hereford & Worcester,England,Warwickshire,102,"4,974"
2019,1,England,Hereford & Worcester,England,West Midlands,167,"13,512"
2019,1,England,Hereford & Worcester,England,Wiltshire,6,493
2019,1,England,Hereford & Worcester,Unknown,Unknown,5,172
2019,1,England,Hereford & Worcester,Wales,Clwyd,11,"1,500"
2019,1,England,Hereford & Worcester,Wales,Dyfed,65,"8,605"
2019,1,England,Hereford & Worcester,Wales,Gwent,87,"2,022"
2019,1,England,Hereford & Worcester,Wales,Mid Glamorgan,76,"5,457"
2019,1,England,Hereford & Worcester,Wales,Powys (North & South),200,"13,236"
2019,1,England,Hereford & Worcester,Wales,South Glamorgan,1,2
2019,1,England,Hereford & Worcester,Wales,West Glamorgan,1,15
2019,1,England,Hertford,England,Buckinghamshire,2,146
2019,1,England,Hertford,England,Cambridgeshire,10,59
2019,1,England,Hertford,England,Essex,30,584
2019,1,England,Hertford,England,Hertford,12,587
2019,1,England,Hertford,England,Kent,2,85
2019,1,England,Hertford,England,Leicester,2,6
2019,1,England,Hertford,England,Northamptonshire,7,313
2019,1,England,Hertford,England,North Yorkshire,1,2
2019,1,England,Hertford,England,Oxfordshire,10,764
2019,1,England,Hertford,Unknown,Unknown,1,50
2019,1,England,Hertford,Wales,Clwyd,1,33
2019,1,England,Hertford,Wales,Mid Glamorgan,7,"1,253"
2019,1,England,Humberside,England,Derbyshire,9,353
2019,1,England,Humberside,England,Durham,2,123
2019,1,England,Humberside,England,Humberside,127,"5,049"
2019,1,England,Humberside,England,Lancashire,2,116
2019,1,England,Humberside,England,Lincolnshire,18,766
2019,1,England,Humberside,England,North Yorkshire,155,"3,702"
2019,1,England,Humberside,England,Nottinghamshire,5,417
2019,1,England,Humberside,England,South Yorkshire,2,8
2019,1,England,Humberside,England,West Yorkshire,4,34
2019,1,England,Isle of Wight,England,Dorset,6,535
2019,1,England,Isle of Wight,England,Gloucestershire,2,89
2019,1,England,Isle of Wight,England,Hampshire,14,143
2019,1,England,Isle of Wight,England,Isle of Wight,9,"1,145"
2019,1,England,Isle of Wight,England,Somerset,9,277
2019,1,England,Isle of Wight,England,Wiltshire,7,266
2019,1,England,Kent,England,Buckinghamshire,1,156
2019,1,England,Kent,England,East Sussex,58,"2,733"
2019,1,England,Kent,England,Essex,17,"1,434"
2019,1,England,Kent,England,Gloucestershire,2,45
2019,1,England,Kent,England,Greater London - East,14,"1,264"
2019,1,England,Kent,England,Hampshire,11,"1,141"
2019,1,England,Kent,England,Hereford & Worcester,3,"1,062"
2019,1,England,Kent,England,Hertford,1,1
2019,1,England,Kent,England,Kent,473,"18,694"
2019,1,England,Kent,England,Northamptonshire,15,"1,249"
2019,1,England,Kent,England,Oxfordshire,4,364
2019,1,England,Kent,England,Shropshire,1,314
2019,1,England,Kent,England,Somerset,2,264
2019,1,England,Kent,England,Suffolk,4,541
2019,1,England,Kent,England,Surrey,1,1
2019,1,England,Kent,England,Warwickshire,5,636
2019,1,England,Kent,England,West Sussex,12,554
2019,1,England,Lancashire,England,Cambridgeshire,1,480
2019,1,England,Lancashire,England,Cheshire,10,85
2019,1,England,Lancashire,England,Cleveland,1,1
2019,1,England,Lancashire,England,Cumbria,136,"5,184"
2019,1,England,Lancashire,England,Derbyshire,2,40
2019,1,England,Lancashire,England,Durham,1,25
2019,1,England,Lancashire,England,Greater Manchester,76,"2,469"
2019,1,England,Lancashire,England,Humberside,1,14
2019,1,England,Lancashire,England,Lancashire,"1,148","28,868"
2019,1,England,Lancashire,England,Merseyside,3,39
2019,1,England,Lancashire,England,North Yorkshire,422,"10,116"
2019,1,England,Lancashire,England,Oxfordshire,18,"1,090"
2019,1,England,Lancashire,England,Shropshire,2,99
2019,1,England,Lancashire,England,Staffordshire,6,410
2019,1,England,Lancashire,England,West Midlands,6,657
2019,1,England,Lancashire,England,West Yorkshire,71,"1,535"
2019,1,England,Lancashire,Wales,Clwyd,7,385
2019,1,England,Lancashire,Wales,Gwynedd,2,50
2019,1,England,Lancashire,Wales,Mid Glamorgan,19,"4,027"
2019,1,England,Leicester,England,Avon,1,20
2019,1,England,Leicester,England,Bedfordshire,1,32
2019,1,England,Leicester,England,Buckinghamshire,6,474
2019,1,England,Leicester,England,Cumbria,1,35
2019,1,England,Leicester,England,Derbyshire,24,338
2019,1,England,Leicester,England,Dorset,3,99
2019,1,England,Leicester,England,Durham,1,251
2019,1,England,Leicester,England,Gloucestershire,1,315
2019,1,England,Leicester,England,Hampshire,1,20
2019,1,England,Leicester,England,Hertford,2,50
2019,1,England,Leicester,England,Kent,1,138
2019,1,England,Leicester,England,Leicester,406,"10,955"
2019,1,England,Leicester,England,Lincolnshire,32,"3,959"
2019,1,England,Leicester,England,Norfolk,1,18
2019,1,England,Leicester,England,Northamptonshire,34,"2,745"
2019,1,England,Leicester,England,Nottinghamshire,44,"2,053"
2019,1,England,Leicester,England,Shropshire,5,"1,657"
2019,1,England,Leicester,England,Staffordshire,36,859
2019,1,England,Leicester,England,Suffolk,6,201
2019,1,England,Leicester,England,Warwickshire,53,"2,976"
2019,1,England,Leicester,England,West Midlands,4,102
2019,1,England,Leicester,Unknown,Unknown,35,970
2019,1,England,Leicester,Wales,Mid Glamorgan,2,140
2019,1,England,Leicester,Wales,Powys (North & South),26,"1,526"
2019,1,England,Lincolnshire,England,Avon,1,8
2019,1,England,Lincolnshire,England,Cambridgeshire,3,15
2019,1,England,Lincolnshire,England,Cheshire,1,2
2019,1,England,Lincolnshire,England,Cornwall,2,134
2019,1,England,Lincolnshire,England,Cumbria,6,299
2019,1,England,Lincolnshire,England,Derbyshire,2,163
2019,1,England,Lincolnshire,England,Devonshire,1,70
2019,1,England,Lincolnshire,England,Greater Manchester,1,5
2019,1,England,Lincolnshire,England,Hereford & Worcester,1,1
2019,1,England,Lincolnshire,England,Humberside,11,625
2019,1,England,Lincolnshire,England,Kent,1,18
2019,1,England,Lincolnshire,England,Leicester,62,"2,958"
2019,1,England,Lincolnshire,England,Lincolnshire,223,"10,693"
2019,1,England,Lincolnshire,England,Norfolk,2,29
2019,1,England,Lincolnshire,England,Northamptonshire,1,29
2019,1,England,Lincolnshire,England,North Yorkshire,14,"1,926"
2019,1,England,Lincolnshire,England,Nottinghamshire,102,"5,470"
2019,1,England,Lincolnshire,England,South Yorkshire,9,17
2019,1,England,Lincolnshire,England,Warwickshire,11,"1,766"
2019,1,England,Lincolnshire,England,West Sussex,1,5
2019,1,England,Lincolnshire,Unknown,Unknown,1,25
2019,1,England,Lincolnshire,Wales,Powys (North & South),1,345
2019,1,England,Merseyside,England,Cheshire,7,30
2019,1,England,Merseyside,England,Cumbria,1,5
2019,1,England,Merseyside,England,Greater Manchester,3,36
2019,1,England,Merseyside,England,Lancashire,2,33
2019,1,England,Merseyside,England,Merseyside,4,23
2019,1,England,Merseyside,England,North Yorkshire,1,91
2019,1,England,Merseyside,Wales,Clwyd,3,57
2019,1,England,Norfolk,England,Cambridgeshire,1,2
2019,1,England,Norfolk,England,Dorset,2,497
2019,1,England,Norfolk,England,Essex,16,526
2019,1,England,Norfolk,England,Hereford & Worcester,1,95
2019,1,England,Norfolk,England,Humberside,1,1
2019,1,England,Norfolk,England,Kent,4,395
2019,1,England,Norfolk,England,Lancashire,1,48
2019,1,England,Norfolk,England,Leicester,17,779
2019,1,England,Norfolk,England,Lincolnshire,6,24
2019,1,England,Norfolk,England,Norfolk,242,"8,693"
2019,1,England,Norfolk,England,Northamptonshire,1,32
2019,1,England,Norfolk,England,Nottinghamshire,11,898
2019,1,England,Norfolk,England,Suffolk,23,653
2019,1,England,Norfolk,England,West Sussex,1,409
2019,1,England,Norfolk,Unknown,Unknown,4,"1,906"
2019,1,England,Norfolk,Wales,Powys (North & South),1,165
2019,1,England,Northamptonshire,England,Bedfordshire,11,"1,739"
2019,1,England,Northamptonshire,England,Buckinghamshire,7,413
2019,1,England,Northamptonshire,England,Cambridgeshire,14,991
2019,1,England,Northamptonshire,England,Derbyshire,1,32
2019,1,England,Northamptonshire,England,Dorset,10,"1,337"
2019,1,England,Northamptonshire,England,Durham,1,49
2019,1,England,Northamptonshire,England,Essex,2,451
2019,1,England,Northamptonshire,England,Gloucestershire,1,10
2019,1,England,Northamptonshire,England,Greater London - East,17,"1,339"
2019,1,England,Northamptonshire,England,Hereford & Worcester,3,75
2019,1,England,Northamptonshire,England,Humberside,3,292
2019,1,England,Northamptonshire,England,Kent,6,724
2019,1,England,Northamptonshire,England,Lancashire,1,10
2019,1,England,Northamptonshire,England,Leicester,102,"2,158"
2019,1,England,Northamptonshire,England,Lincolnshire,6,42
2019,1,England,Northamptonshire,England,Norfolk,5,"1,149"
2019,1,England,Northamptonshire,England,Northamptonshire,190,"7,839"
2019,1,England,Northamptonshire,England,Nottinghamshire,10,"1,253"
2019,1,England,Northamptonshire,England,Oxfordshire,10,"1,038"
2019,1,England,Northamptonshire,England,Shropshire,3,495
2019,1,England,Northamptonshire,England,Somerset,11,"1,909"
2019,1,England,Northamptonshire,England,Staffordshire,3,35
2019,1,England,Northamptonshire,England,Warwickshire,87,"2,797"
2019,1,England,Northamptonshire,England,West Midlands,5,89
2019,1,England,Northamptonshire,Unknown,Unknown,97,"2,584"
2019,1,England,Northamptonshire,Wales,Dyfed,1,198
2019,1,England,Northamptonshire,Wales,Mid Glamorgan,3,183
2019,1,England,Northamptonshire,Wales,Powys (North & South),15,"1,528"
2019,1,England,Northumberland,England,Cheshire,8,505
2019,1,England,Northumberland,England,Cleveland,1,40
2019,1,England,Northumberland,England,Cumbria,302,"12,826"
2019,1,England,Northumberland,England,Durham,108,"4,196"
2019,1,England,Northumberland,England,Greater Manchester,7,573
2019,1,England,Northumberland,England,Hereford & Worcester,11,419
2019,1,England,Northumberland,England,Humberside,73,"3,895"
2019,1,England,Northumberland,England,Lancashire,95,"5,404"
2019,1,England,Northumberland,England,Northumberland,"1,079","39,317"
2019,1,England,Northumberland,England,North Yorkshire,137,"9,183"
2019,1,England,Northumberland,England,Shropshire,10,507
2019,1,England,Northumberland,England,South Yorkshire,2,103
2019,1,England,Northumberland,England,Staffordshire,2,145
2019,1,England,Northumberland,England,Tyne & Wear,56,"2,974"
2019,1,England,Northumberland,England,West Midlands,14,796
2019,1,England,Northumberland,Wales,Clwyd,8,353
2019,1,England,Northumberland,Wales,Dyfed,55,"4,214"
